brightness,      y,      x
  3506,   4224,    572
  3506,   3410,    621
  3506,   3276,    662
  3506,   1034,    757
  3506,   2682,    796
  3506,    519,    816
  3506,    519,    817
  3506,   4156,    828
  3506,    535,    835
  3506,   2390,    838
  3506,   1978,    885
  3506,   3508,    917
  3506,   1577,    940
  3506,   2115,   1007
  3506,   2707,   1011
  3506,   2711,   1011
  3506,    622,   1081
  3506,    610,   1091
  3506,    611,   1091
  3506,   2443,   1150
  3506,   2040,   1161
  3506,   1680,   1164
  3506,   3194,   1193
  3506,   4365,   1205
  3506,   3354,   1248
  3506,   3038,   1257
  3506,   3039,   1257
  3506,   3962,   1323
  3506,   2657,   1330
  3506,   3435,   1339
  3506,    841,   1340
  3506,   1911,   1355
  3506,   1806,   1411
  3506,   1806,   1414
  3506,   1067,   1461
  3506,   3461,   1473
  3506,   4006,   1477
  3506,   1382,   1558
  3506,    476,   1609
  3506,   3864,   1611
  3506,   3038,   1621
  3506,   2264,   1816
  3506,   2940,   1851
  3506,   3034,   1851
  3506,   1564,   1921
  3506,   1869,   1966
  3506,    976,   1997
  3506,   4260,   2138
  3506,   2054,   2305
  3506,    286,   2307
  3506,   2292,   2312
  3506,   2591,   2333
  3505,    479,    221
  3505,    515,    225
  3505,   4366,    283
  3505,   3870,    302
  3505,   1451,    303
  3505,    819,    313
  3505,   1138,    342
  3505,   1138,    343
  3505,   4363,    420
  3505,   3016,    470
  3505,   3024,    486
  3505,   1497,    503
  3505,   1156,    656
  3505,   2064,    671
  3505,   2823,    807
  3505,    991,    832
  3505,   3413,    847
  3505,   2329,    857
  3505,   4345,    869
  3505,   3282,    884
  3505,   1381,    898
  3505,   2809,   1010
  3505,   1768,   1020
  3505,    381,   1031
  3505,   4068,   1044
  3505,   4068,   1045
  3505,   3385,   1073
  3505,   2124,   1096
  3505,   3871,   1102
  3505,    202,   1108
  3505,   2400,   1137
  3505,   3308,   1150
  3505,   2051,   1165
  3505,   1127,   1185
  3505,   2901,   1197
  3505,    490,   1236
  3505,    517,   1275
  3505,   3428,   1319
  3505,   1440,   1382
  3505,   3510,   1418
  3505,   2852,   1480
  3505,   3469,   1485
  3505,   3506,   1533
  3505,   3862,   1593
  3505,    478,   1596
  3505,   3711,   1623
  3505,   3952,   1629
  3505,   3422,   1669
  3505,   2628,   1706
  3505,   1570,   1725
  3505,   3289,   1736
  3505,   3351,   1737
  3505,    982,   1788
  3505,   2100,   1957
  3505,    976,   1989
  3505,    975,   1991
  3505,   4174,   2048
  3505,    935,   2053
  3505,    748,   2088
  3505,    537,   2132
  3505,   2094,   2148
  3505,   1222,   2172
  3505,   3272,   2289
  3505,    920,   2323
  3505,   1391,   2328
  3505,   2216,   2328
  3505,   1391,   2329
  3504,   3926,    207
  3504,    719,    208
  3504,    942,    310
  3504,   2786,    322
  3504,   3844,    356
  3504,   3880,    408
  3504,   4296,    444
  3504,   3119,    474
  3504,   1291,    515
  3504,    402,    548
  3504,   3299,    598
  3504,   1507,    622
  3504,   2675,    635
  3504,   3557,    641
  3504,   3535,    722
  3504,   1242,    766
  3504,   3757,    770
  3504,    767,    782
  3504,   2930,    944
  3504,   3713,    971
  3504,   1469,    978
  3504,   2715,   1006
  3504,   2220,   1022
  3504,   2051,   1099
  3504,    467,   1103
  3504,    468,   1103
  3504,   3574,   1139
  3504,   3122,   1210
  3504,    581,   1241
  3504,   2956,   1261
  3504,   2661,   1269
  3504,   2988,   1324
  3504,   2872,   1336
  3504,   3593,   1359
  3504,   1728,   1407
  3504,   1110,   1471
  3504,   2955,   1482
  3504,    466,   1573
  3504,   4294,   1607
  3504,   4391,   1655
  3504,   3246,   1690
  3504,    658,   1711
  3504,   3282,   1720
  3504,   1992,   1748
  3504,   3087,   1773
  3504,   2071,   1802
  3504,   2620,   1875
  3504,   3322,   1925
  3504,   2752,   1952
  3504,   2180,   2035
  3504,   2574,   2065
  3504,   3474,   2196
  3504,    449,   2223
  3504,   4323,   2250
  3504,   3833,   2277
  3504,   4040,   2313
  3504,   3345,   2328
  3504,   3355,   2334
  3504,    412,   2344
  3503,   1592,    213
  3503,   1855,    365
  3503,   2978,    367
  3503,   2305,    431
  3503,    707,    443
  3503,    682,    483
  3503,   3484,    492
  3503,   1684,    522
  3503,    411,    561
  3503,    773,    575
  3503,   4304,    576
  3503,   1510,    647
  3503,   1499,    652
  3503,   2714,    704
  3503,   2874,    778
  3503,   1757,    795
  3503,   1745,    797
  3503,   4018,    809
  3503,   4091,    811
  3503,   1716,    815
  3503,   3204,    844
  3503,   1914,    854
  3503,   3108,    872
  3503,    432,    884
  3503,   2884,    924
  3503,   2130,    985
  3503,   2905,    989
  3503,    257,   1031
  3503,    243,   1037
  3503,   4109,   1065
  3503,   3544,   1068
  3503,    604,   1098
  3503,   3297,   1135
  3503,   3114,   1145
  3503,   1036,   1216
  3503,   3112,   1216
  3503,   3488,   1247
  3503,   4394,   1331
  3503,   3607,   1586
  3503,   2861,   1676
  3503,   2118,   1682
  3503,   3224,   1701
  3503,   2754,   1778
  3503,   3350,   1792
  3503,   2540,   1865
  3503,   2812,   1889
  3503,   1953,   1897
  3503,   1989,   1975
  3503,    947,   2050
  3503,   3700,   2076
  3503,   2869,   2086
  3503,    468,   2104
  3503,   4265,   2146
  3503,   2878,   2186
  3503,   2719,   2218
  3503,   2186,   2236
  3503,   1417,   2267
  3503,   3496,   2280
  3503,   2576,   2290
  3503,   1437,   2352
  3503,   1708,   2354
  3503,   3333,   2367
  3502,   4356,    271
  3502,   3983,    288
  3502,   3089,    406
  3502,   3699,    408
  3502,   3951,    558
  3502,   1586,    583
  3502,   1616,    601
  3502,   2752,    680
  3502,    955,    714
  3502,   2661,    749
  3502,    738,    801
  3502,   1176,    861
  3502,   3364,    884
  3502,   1077,    898
  3502,   3884,    935
  3502,   2881,    956
  3502,   1398,   1032
  3502,   4219,   1042
  3502,   3807,   1094
  3502,   2605,   1111
  3502,   2761,   1138
  3502,   3200,   1199
  3502,   3361,   1236
  3502,   4341,   1274
  3502,   4342,   1274
  3502,   3418,   1313
  3502,   4072,   1373
  3502,   3878,   1399
  3502,    214,   1459
  3502,   3581,   1571
  3502,   2940,   1586
  3502,   3518,   1608
  3502,    460,   1611
  3502,   3421,   1626
  3502,    375,   1632
  3502,    565,   1739
  3502,   2918,   1754
  3502,   3130,   1789
  3502,   3324,   1830
  3502,   4401,   1854
  3502,   2796,   1905
  3502,   2748,   1927
  3502,   2334,   1951
  3502,   2089,   1961
  3502,   3662,   2002
  3502,   3244,   2236
  3502,   4051,   2247
  3502,   3422,   2264
  3502,   4129,   2291
  3502,   2294,   2292
  3502,   2071,   2368
  3501,    311,    204
  3501,   1482,    262
  3501,   4378,    262
  3501,   2981,    382
  3501,   3944,    551
  3501,   1907,    555
